Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age Group,Most_Used_Platform_trans,Addiction_Level,Stress_Level,Stress_Level_byRandomForest
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,18-20,7,Low,Low,Low
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,21-22,6,Medium,Medium,High
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,18-20,1,Low,Low,Low
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,23-24,0,Medium,Medium,High
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,21-22,7,Low,Low,Low
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,23-24,1,Medium,Medium,Medium
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,4,9,18-20,6,Medium,Medium,High
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,21-22,0,Low,Low,Low
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,18-20,1,Medium,Medium,High
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,23-24,7,Medium,Medium,Medium
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,21-22,6,Medium,Medium,High
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,23-24,0,Low,Low,Low
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,18-20,1,Medium,Medium,Medium
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,21-22,7,Medium,Medium,High
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,18-20,6,Low,Low,Low
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,4,9,23-24,1,Medium,Medium,High
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,21-22,9,Medium,Medium,Medium
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,23-24,7,Low,Low,Low
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,18-20,0,Medium,Medium,High
